id,source,country,author,rating,title,review,date,likes,version,url
cba58aed-4477-4cec-8679-792e92cf729b,play_store,IN,Sameer Khan,5,,best experience and best app in the world,2026-07-19T17:29:30.556Z,0,,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=cba58aed-4477-4cec-8679-792e92cf729b
f93bedaa-b881-46ba-8827-7268db7dd1fa,play_store,IN,Ananya Sachdeva,3,,Chabot support is not worthy...would be highly appreciative if they establish human support system...,2026-07-19T17:29:18.833Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=f93bedaa-b881-46ba-8827-7268db7dd1fa
ef2c3cc6-6756-4a1e-a337-423b96fc35dc,play_store,IN,Ridhi Kataria,5,,before there were not many options to buy from now it has everything you can think of ❤️❤️,2026-07-19T17:27:17.118Z,0,,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=ef2c3cc6-6756-4a1e-a337-423b96fc35dc
dcc9871d-814a-4528-b0bd-306f10e831d1,play_store,IN,ramesh ahire,5,,Very quick delivery by Blinkit,2026-07-19T17:18:33.380Z,0,18.13.0,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=dcc9871d-814a-4528-b0bd-306f10e831d1
a6b194c2-e1e1-479b-85e9-b1e36185413c,play_store,IN,Divya sri Chevala,1,,it was not showing cash on delivery option.,2026-07-19T17:18:28.660Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=a6b194c2-e1e1-479b-85e9-b1e36185413c
5099ed65-7efc-4e41-ad7e-3a326a9e253b,play_store,IN,MAHESH TIWARI,5,,l am impressed by the response that they provide us,2026-07-19T17:16:56.287Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=5099ed65-7efc-4e41-ad7e-3a326a9e253b
2b82652a-3e99-4067-abd1-799b42279cc1,play_store,IN,Jyoti Gupta,4,,the delivery is good but sometimes the parcel goes to wrong place but most of the times its the bestest delivery and various types of options are also there,2026-07-19T17:15:01.648Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=2b82652a-3e99-4067-abd1-799b42279cc1
944a8d99-49fb-4c9b-be69-9786c756b0ab,play_store,IN,Navnit Kumar,5,,the blinkit app is superb the order comes within 10 minutes and the price is also low and it comes to doorstep,2026-07-19T17:09:39.282Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=944a8d99-49fb-4c9b-be69-9786c756b0ab
1120bb1c-3b5d-4415-aea4-a7cdf0fd9763,play_store,IN,Nisha Mishra,5,,best app I'm using this app I am book order and quick delivery so I am very happy on this app,2026-07-19T17:09:28.379Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=1120bb1c-3b5d-4415-aea4-a7cdf0fd9763
c1710fb6-0fc1-4908-aeeb-d01db058b8b2,play_store,IN,Tina Mondal,5,,very good service 👍,2026-07-19T17:07:51.816Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=c1710fb6-0fc1-4908-aeeb-d01db058b8b2
6689404a-42f6-4fe9-b82d-724f79ae07f6,play_store,IN,Harry Z17,1,,"uninstalling because you guys used gay guy for advertisement, it's GAY and I don't like it.",2026-07-19T17:07:37.218Z,0,17.97.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=6689404a-42f6-4fe9-b82d-724f79ae07f6
44cbcd80-4c28-45d9-9539-1e828c4ce1cd,play_store,IN,Shashi Kiran,5,,best grocery shop aside,2026-07-19T17:05:20.879Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=44cbcd80-4c28-45d9-9539-1e828c4ce1cd
bb40f685-15b7-4c9f-a7f1-1f4c03263db4,play_store,IN,RAAGUL KHANNA,5,,"thanks a lot for the 24/7 quick service, I will join blinking as data scientist after doing IDDD in DataSciemce form IITM",2026-07-19T17:03:09.666Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=bb40f685-15b7-4c9f-a7f1-1f4c03263db4
d29c0373-a043-4ac2-927d-b8728c40ee67,play_store,IN,Paul Paulneeraj,5,,I thik to much extra charge in small items overall good,2026-07-19T17:02:15.443Z,0,18.7.0,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=d29c0373-a043-4ac2-927d-b8728c40ee67
101fedc2-fcc6-442a-92e2-854954cd85eb,play_store,IN,Ankit Meena,3,,why this much convince fee and handling fee,2026-07-19T16:59:43.401Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=101fedc2-fcc6-442a-92e2-854954cd85eb
ec16d70c-26dd-4db7-875a-3aac845fad89,play_store,IN,Swarnali Mallick,4,,"It is a very useful app and delivers products within the expected time,happy customer",2026-07-19T16:57:31.123Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=ec16d70c-26dd-4db7-875a-3aac845fad89
756c6e49-f777-43a4-8200-406fb531cf1d,play_store,IN,Himanshi Yadav,5,,it's awesome and time saving,2026-07-19T16:56:52.254Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=756c6e49-f777-43a4-8200-406fb531cf1d
9b2482a2-c28d-4aaf-97f0-e914ce15670f,play_store,IN,Dharam Bhanushali,5,,fast and good service 👍,2026-07-19T16:56:14.262Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=9b2482a2-c28d-4aaf-97f0-e914ce15670f
6eee4c9b-539a-43a5-8c42-2a507962f0eb,play_store,IN,Hemant Behera,5,,this is the best and fastest app for all needs .its just soooo good.,2026-07-19T16:55:52.133Z,0,,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=6eee4c9b-539a-43a5-8c42-2a507962f0eb
34bd1641-381d-49f8-9ca6-b91b94be0525,play_store,IN,Anuj Gidh,5,,this is too give to me and all chirestan Family..............,2026-07-19T16:50:17.900Z,0,,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=34bd1641-381d-49f8-9ca6-b91b94be0525
2a8025c1-1101-4b66-ad76-34dce5223bb4,play_store,IN,Nikhil Parjapat,5,,best expirence with blinkit,2026-07-19T16:44:49.965Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=2a8025c1-1101-4b66-ad76-34dce5223bb4
c2c66be6-723b-45c8-b191-5a036a5f46c7,play_store,IN,Kumari Velagada,1,,waste location emi available ga undatle asalu order cheyadaniki kuda open avvatledu picha app meeru evaru download cheyakandi please🙏🏻🙏🏻🙏🏻,2026-07-19T16:44:07.464Z,0,18.7.0,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=c2c66be6-723b-45c8-b191-5a036a5f46c7
8d94dfe0-a499-4491-af9b-b2e3e12ebf1b,play_store,IN,Zufashan Akhter,1,,worst experience. fraud app h jis area me Inki survice nh h waha ka bhi order accept kr lete h baad me cancel kr dete h or refund bhi nh krte h jhutha claim krte h ki refund hogya h,2026-07-19T16:42:46.324Z,0,,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=8d94dfe0-a499-4491-af9b-b2e3e12ebf1b
777455a0-b0f2-4637-84fe-ead7bedf66ea,play_store,IN,Raj Kumar,2,,my one order is not come,2026-07-19T16:42:32.902Z,1,18.13.0,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=777455a0-b0f2-4637-84fe-ead7bedf66ea
844ecd66-73c9-46a8-a93b-40b29535d541,play_store,IN,Pallavi Gaikwad,5,,"very creative packaging, intresting",2026-07-19T16:38:01.475Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=844ecd66-73c9-46a8-a93b-40b29535d541
0563425c-514a-442c-acc0-ba1bb1546ef5,play_store,IN,Anjali Vimal Chauhan,5,,bhut achi best Groceries shopping app hai,2026-07-19T16:37:11.234Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=0563425c-514a-442c-acc0-ba1bb1546ef5
535e5ef8-0089-47ce-96a3-1d65ecf3dceb,play_store,IN,Aditya Singh,3,,prices are higher than retail,2026-07-19T16:34:51.818Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=535e5ef8-0089-47ce-96a3-1d65ecf3dceb
5550685b-e4d4-43ad-b09f-ed56215586f2,play_store,IN,Bharat Vutukuri,1,,delivery is very rude,2026-07-19T16:32:39.562Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=5550685b-e4d4-43ad-b09f-ed56215586f2
3b0cfebd-8088-419e-8ee3-e0d592da131e,play_store,IN,Aniadee Pra,5,,very nice quick night delivery too,2026-07-19T16:32:01.144Z,0,18.7.0,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=3b0cfebd-8088-419e-8ee3-e0d592da131e
0be3d798-401d-4a5d-91af-bfb524f83613,play_store,IN,Nihalsingh Verma,5,,badiya sarvice hai . turant or badiya app.,2026-07-19T16:29:30.545Z,0,,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=0be3d798-401d-4a5d-91af-bfb524f83613
49f77d3d-7014-4f7b-a44f-492cac1549ec,play_store,IN,Jatin Langer,1,,riders are very rude and ask to come outside 100 to 200 m away otherwise i wont give order as ive paid the order earlier and before ordeing time is 7-9 min and once paid tha time is shown 20-30 min,2026-07-19T16:27:07.740Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=49f77d3d-7014-4f7b-a44f-492cac1549ec
8412764f-180b-49dd-bf76-47fb374cbc2e,play_store,IN,KHUSHBU Jhanjhani,5,,very good and convenient appp,2026-07-19T16:26:59.209Z,0,,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=8412764f-180b-49dd-bf76-47fb374cbc2e
490e3839-0e19-45cf-bebd-ed5a63783416,play_store,IN,Pooja Kumari,5,,"This app is very useful; whenever you need something, you get it within the time specified.",2026-07-19T16:26:23.164Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=490e3839-0e19-45cf-bebd-ed5a63783416
c1c8585f-680f-4ef8-8418-a44a773dc9c8,play_store,IN,Angsuman Dutta,3,,Poor quality product and delayed delivery,2026-07-19T16:25:34.797Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=c1c8585f-680f-4ef8-8418-a44a773dc9c8
336e20a2-135f-4e32-b8de-62802eda9ae2,play_store,IN,Abhishek Singh,5,,bilinkit is very good and delivery is very fast,2026-07-19T16:24:37.418Z,0,,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=336e20a2-135f-4e32-b8de-62802eda9ae2
50cfe3f4-140a-4974-970a-4ce168597288,play_store,IN,Raju Bhowmik,1,,so much excess price compared to companies' outlets,2026-07-19T16:23:01.281Z,0,,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=50cfe3f4-140a-4974-970a-4ce168597288
04d61537-6c25-4dbd-847d-ceb20c7220c7,play_store,IN,Sagar C.S.,1,,am not getting any kind of discounts on blinkit,2026-07-19T16:20:59.977Z,0,17.49.0,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=04d61537-6c25-4dbd-847d-ceb20c7220c7
691a6553-9251-4876-b477-f3d12c753b8f,play_store,IN,Ganesh Sardar,1,,Delivery boy was very greddy and theft. Some order are missing.,2026-07-19T16:18:03.189Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=691a6553-9251-4876-b477-f3d12c753b8f
b7ccd57c-bbc0-4a39-b628-3190547144a5,play_store,IN,Jay Madhavi,5,,good app 👌 👍 I like it 👌 👍 😀,2026-07-19T16:16:59.876Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=b7ccd57c-bbc0-4a39-b628-3190547144a5
f715b380-49ca-4067-947b-c9d018e1e8da,play_store,IN,Dheerendra Sisodiya,4,,best services anytime,2026-07-19T16:16:28.257Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=f715b380-49ca-4067-947b-c9d018e1e8da
2306f8da-dc34-41e8-9575-1414343a128d,play_store,IN,Anita Meena,5,,This the best app I have ever seen You can get anything with in 15-20 minutes,2026-07-19T16:15:33.194Z,0,,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=2306f8da-dc34-41e8-9575-1414343a128d
c7a44c73-b539-48a8-8df8-276dadf29ad4,play_store,IN,E WORLD,5,,beter than any all other e-commerce app. I love you Blinkit 💜❤️,2026-07-19T16:13:31.288Z,0,,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=c7a44c73-b539-48a8-8df8-276dadf29ad4
f6fd546e-72db-4598-952d-c18b1328da1f,play_store,IN,Dr Santosh K. John,3,,delivery boys were most of the time rude. deliberately delaying the ordered items. sometimes fresh items were not fresh at all.,2026-07-19T16:13:20.178Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=f6fd546e-72db-4598-952d-c18b1328da1f
a79dbaad-7547-48b6-a096-c14f9c3191d1,play_store,IN,MALIK HADI AZHAR,5,,very excellent 👌 delivery boy came just in 9 minutes fast delivery 👌 love you blinkit,2026-07-19T16:13:03.251Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=a79dbaad-7547-48b6-a096-c14f9c3191d1
ced6dd13-1931-4f97-9923-a648465bc15d,play_store,IN,Anamika Ray,1,,"I placed an order worth ₹196 (4 items) with an estimated delivery time of 17 minutes. After waiting for 45 minutes, Blinkit cancelled my order from their side without any explanation. I was then told that my refund would be processed by 24th July, even though refunds are usually completed within 24–48 hours. This is very disappointing. Please process my refund as soon as possible and explain the reason for the cancellation and the delayed refund.",2026-07-19T16:12:43.273Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=ced6dd13-1931-4f97-9923-a648465bc15d
c0008146-c724-4d0a-a576-7798cee14cb7,play_store,IN,sathishkumar gangatharan,1,,Google pay reward is not redeemed,2026-07-19T16:11:26.370Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=c0008146-c724-4d0a-a576-7798cee14cb7
6ecc27d0-48ff-4e6b-bfd2-787821644614,play_store,IN,Dasharath Tudu,5,,it's nice app.. easy to order. thank you❤,2026-07-19T16:11:10.156Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=6ecc27d0-48ff-4e6b-bfd2-787821644614
e99a4714-9302-4cad-90c9-3cd03ca4386a,play_store,IN,Alpna Pandey,3,,should not take handling charge otherwise service is good,2026-07-19T16:10:50.683Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=e99a4714-9302-4cad-90c9-3cd03ca4386a
139c8c22-49ba-496f-8861-923216eec8c8,play_store,IN,Swati Kumari,3,,good and fast delivery,2026-07-19T16:10:45.230Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=139c8c22-49ba-496f-8861-923216eec8c8
005931b6-dc0f-406f-a97f-57df07bcacb8,play_store,IN,Rashmi Kumari,5,,good product and very fast delivery boys are very honest 👌,2026-07-19T16:10:44.768Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=005931b6-dc0f-406f-a97f-57df07bcacb8
b248dbf5-18dc-4063-8e38-a14164525380,play_store,IN,Nitin R,5,,meets the emergency requirement. Makes life easier at difficult times.,2026-07-19T16:10:12.668Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=b248dbf5-18dc-4063-8e38-a14164525380
9f87900c-7ed1-4c72-b886-94c51a19069f,play_store,IN,Regal Mile,1,,"always my items delivered are late , late , extremely late...",2026-07-19T16:09:40.690Z,0,,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=9f87900c-7ed1-4c72-b886-94c51a19069f
b0be9709-db02-479c-a694-c6e03ef76cb0,play_store,IN,Sushant,1,,out of 9 orders I have received 7 orders as damaged or leaked or expired. Pls do not use this app.,2026-07-19T16:08:12.740Z,0,18.7.0,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=b0be9709-db02-479c-a694-c6e03ef76cb0
53af042a-0864-49f7-846a-650620f48d12,play_store,IN,shalini sharma,5,,I just love this app 🤧💖💖it is literally 👍,2026-07-19T16:07:34.419Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=53af042a-0864-49f7-846a-650620f48d12
c5653188-cd99-4fd1-a1f4-555c6b7534ca,play_store,IN,ashok kumar,3,,The products we order something came defected and not same as the image on the app.,2026-07-19T16:05:23.230Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=c5653188-cd99-4fd1-a1f4-555c6b7534ca
412a4e41-8985-4e36-b8e4-0c4fefd36ab0,play_store,IN,Varsha Luhana,5,,too good bestt home delivered good prize and with door to door,2026-07-19T16:04:08.353Z,0,17.97.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=412a4e41-8985-4e36-b8e4-0c4fefd36ab0
da9c9a34-c103-400e-b286-3a7694926303,play_store,IN,AMIT TIWARI,5,,No description needed 😍,2026-07-19T16:00:06.840Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=da9c9a34-c103-400e-b286-3a7694926303
d258a01d-0f19-49e6-bc63-2f786bb20551,play_store,IN,Mayank Kumar,5,,very good app and nice,2026-07-19T15:59:53.371Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=d258a01d-0f19-49e6-bc63-2f786bb20551
d2d7d8d1-8aec-4ccd-b7d0-d7793676edc1,play_store,IN,Sarath C,3,,App is fine but the quality of their items and policy is poor,2026-07-19T15:59:42.387Z,0,17.23.0,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=d2d7d8d1-8aec-4ccd-b7d0-d7793676edc1
2a296de5-fd0c-4870-b3cc-b45683c28270,play_store,IN,Sarnali Biswas,5,,"a very useful app for daily needs, loved it",2026-07-19T15:58:05.330Z,0,18.7.0,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=2a296de5-fd0c-4870-b3cc-b45683c28270
0d0b5523-a171-4a3c-94b6-34fb9f45f933,play_store,IN,OM MUSALE,1,,"I ordered a Citizens 2-fold umbrella based on the product images but received a completely different local umbrella. The delivery partner left without allowing me to check it. Customer support made the return process frustrating, asked me to travel back to the delivery location, couldn't accept gallery images, and then closed my complaint without resolving it. Very disappointing service and misleading product listing. very poor experience we will never order from this app...",2026-07-19T15:58:02.746Z,0,18.7.0,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=0d0b5523-a171-4a3c-94b6-34fb9f45f933
e0fea7c9-1d08-4889-aa10-f5fe19133cdc,play_store,IN,sonu verma,5,,"I am very excited for doing order because before some time the bilinkit not dilevery on my side my addres . but now I am very happy 😁 . thankyou so much bilinkit. if you can do diliver E - Rikshaw in Vrindavan , I realy telling you , you can earn more . you have already started blinkit ambulance.",2026-07-19T15:57:15.309Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=e0fea7c9-1d08-4889-aa10-f5fe19133cdc
59f1bf40-58b2-46e2-b943-07b758c924fb,play_store,IN,Atharv Singh,3,,one time delivery free then cost so much as shown delivery fee s and gst and 30 rs extra over all ok ok review,2026-07-19T15:57:06.677Z,0,18.13.0,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=59f1bf40-58b2-46e2-b943-07b758c924fb
e0aee9e9-22b8-4521-989f-2facc624202c,play_store,IN,Nadeem Khan,5,,excellent performance and good quality,2026-07-19T15:56:08.857Z,0,18.7.0,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=e0aee9e9-22b8-4521-989f-2facc624202c
24319159-859e-41a6-8b59-e60a07f60f19,play_store,IN,Ved Parkash,1,,Mera 1st experience bad so not good app,2026-07-19T15:54:48.573Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=24319159-859e-41a6-8b59-e60a07f60f19
33e4d86d-08af-4a03-a2c2-fb6c32545e05,play_store,IN,ARYAN PATIL,1,,it shows 150 bit when the order comes it is 182 not fare,2026-07-19T15:54:25.263Z,0,18.7.0,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=33e4d86d-08af-4a03-a2c2-fb6c32545e05
390fa73e-990f-45be-8b69-3f573c2dc4be,play_store,IN,Chandra Kant,1,,very loose ice cream,2026-07-19T15:53:43.798Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=390fa73e-990f-45be-8b69-3f573c2dc4be
b4215959-e87b-41c7-89ad-74fec4cc3570,play_store,IN,Chaya Kashyap,5,,i love your services i ordered something it have some issue so I had to return the product. returning process was so smooth within 10 minutes the rider came to pick up the order they generate a promo code for me in minutes,2026-07-19T15:53:01.282Z,0,17.97.2,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=b4215959-e87b-41c7-89ad-74fec4cc3570
11aa3295-223f-464b-8b1e-d7a30a094e26,play_store,IN,Visalatchi N,5,,really good like tooo many free giftsss,2026-07-19T15:49:35.256Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=11aa3295-223f-464b-8b1e-d7a30a094e26
98746a17-1a5c-427b-98bc-b3b456aaf741,play_store,IN,Sanjeev Yadav,5,,very nice app for things,2026-07-19T15:48:54.367Z,0,18.3.0,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=98746a17-1a5c-427b-98bc-b3b456aaf741
a5198e38-968c-4732-a019-945d3a326162,play_store,IN,Rudra Pratap,1,,never deliver on time,2026-07-19T15:48:48.500Z,0,,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=a5198e38-968c-4732-a019-945d3a326162
deac7cde-07b1-4079-9430-06b24df67bbf,play_store,IN,Anish Raj,1,,worst experience ever. always more price demands just get lost from my mobile,2026-07-19T15:47:20.300Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=deac7cde-07b1-4079-9430-06b24df67bbf
1a9cb706-c12a-4200-8683-cd2c8658c83a,play_store,IN,Ajmera Shaikh,5,,very good app for house wifes,2026-07-19T15:47:07.571Z,0,18.9.3,https://play.google.com/store/apps/details?id=com.grofers.customerapp&reviewId=1a9cb706-c12a-4200-8683-cd2c8658c83a
